Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV
15835,F,Home goods,243.642,YES,Email,24364.2
107714,F,Women's Sportwear,221.969,YES,Mobile,22196.9
29095,M,Women's Career,467.096,NO,Direct Mail,46709.6
98635,F,Women's Shoes,339.481,YES,Email,33948.1
20849,F,Men's Casual,449.825,NO,Email,44982.5
87703,M,Women's Shoes,277.087,NO,Email,27708.7
54981,M,Men's Sportswear,492.205,YES,Email,49220.5
51818,M,Men's Career,166.528,NO,Mobile,16652.8
15650,M,Home goods,487.559,YES,Mobile,48755.9
56097,F,Women's Sportwear,467.188,YES,Email,46718.8
54172,F,Women's Career,104.023,YES,Direct Mail,10402.3
103749,F,Women's Shoes,347.506,YES,Mobile,34750.6
98409,F,Men's Casual,326.006,NO,Email,32600.6
57762,M,Women's Shoes,267.967,YES,Email,26796.7
82901,F,Men's Sportswear,398.343,NO,Email,39834.3
88972,M,Men's Career,318.546,NO,Email,31854.6
73383,M,Home goods,139.755,NO,Mobile,13975.5
42163,M,Women's Sportwear,449.981,NO,Email,44998.1
41841,M,Women's Career,182.815,NO,Email,18281.5
39077,M,Women's Shoes,205.746,NO,Mobile,20574.6
70014,M,Men's Casual,174.934,NO,Mobile,17493.4
78428,F,Women's Shoes,123.794,YES,Mobile,12379.4
23784,F,Men's Sportswear,257.551,YES,Email,25755.1
26291,F,Men's Career,140.896,YES,Mobile,14089.6
88549,M,Home goods,375.927,NO,Mobile,37592.7
90911,F,Women's Sportwear,305.207,NO,Email,30520.7
17470,F,Women's Career,190.756,NO,Email,19075.6
94531,M,Women's Shoes,327.653,YES,Email,32765.3
90462,M,Men's Casual,100.726,NO,Email,10072.6
108003,F,Women's Shoes,125.105,NO,Mobile,12510.5
87953,M,Men's Sportswear,162.099,YES,Mobile,16209.9
36863,F,Men's Career,394.701,YES,Mobile,39470.1
28138,F,Home goods,409.457,YES,Email,40945.7
69965,M,Women's Sportwear,387.874,NO,Mobile,38787.4
100047,F,Women's Career,241.955,NO,Direct Mail,24195.5
13325,F,Women's Shoes,412.805,NO,Mobile,41280.5
17747,M,Men's Casual,338.601,YES,Mobile,33860.1
61618,F,Women's Shoes,344.744,YES,Direct Mail,34474.4
97148,F,Men's Sportswear,493.472,NO,Mobile,49347.2
28977,M,Men's Career,372.656,NO,Mobile,37265.6
37784,M,Home goods,490.631,YES,Mobile,49063.1
29107,F,Women's Sportwear,323.863,NO,Email,32386.3
63979,M,Women's Career,391,YES,Mobile,39100
106290,M,Women's Shoes,330.487,YES,Direct Mail,33048.7
90562,M,Men's Casual,290.087,YES,Email,29008.7
99457,F,Women's Shoes,382.007,NO,Mobile,38200.7
25097,M,Men's Sportswear,200.102,NO,Email,20010.2
70359,F,Men's Career,351.138,YES,Direct Mail,35113.8
87450,F,Home goods,482.053,YES,Mobile,48205.3
23682,M,Women's Sportwear,297.183,YES,Direct Mail,29718.3
66551,M,Women's Career,438.679,NO,Email,43867.9
49225,F,Women's Shoes,138.218,YES,Mobile,13821.8
13518,F,Men's Casual,163.794,YES,Mobile,16379.4
69802,F,Women's Shoes,435.423,YES,Email,43542.3
77419,M,Men's Sportswear,297.398,YES,Mobile,29739.8
59590,M,Men's Career,279.826,YES,Mobile,27982.6
108832,F,Home goods,278.603,NO,Direct Mail,27860.3
60688,M,Women's Sportwear,371.075,NO,Email,37107.5
79001,F,Women's Career,385.516,YES,Mobile,38551.6
26396,M,Women's Shoes,227.651,YES,Mobile,22765.1
91986,F,Men's Casual,351.619,YES,Email,35161.9
36040,M,Women's Shoes,373.032,NO,Email,37303.2
107876,M,Men's Sportswear,218.933,NO,Direct Mail,21893.3
71832,F,Men's Career,358.777,NO,Mobile,35877.7
66618,F,Home goods,305.01,NO,Email,30501
52128,M,Women's Sportwear,136.852,YES,Mobile,13685.2
17201,M,Women's Career,377.746,NO,Mobile,37774.6
32646,M,Women's Shoes,265.31,YES,Direct Mail,26531
15109,M,Men's Casual,135.356,YES,Mobile,13535.6
16055,M,Women's Shoes,405.415,YES,Email,40541.5
61789,M,Men's Sportswear,143.525,NO,Email,14352.5
10236,F,Men's Career,420.572,YES,Email,42057.2
39081,M,Home goods,475.807,YES,Direct Mail,47580.7
60820,F,Women's Sportwear,329.802,NO,Email,32980.2
55625,F,Women's Career,448.626,NO,Mobile,44862.6
14630,M,Women's Shoes,195.788,NO,Email,19578.8
89106,F,Men's Casual,466.62,YES,Direct Mail,46662
52359,F,Women's Shoes,262.052,NO,Direct Mail,26205.2
85472,F,Men's Sportswear,145.031,YES,Mobile,14503.1
14368,F,Men's Career,349.178,NO,Direct Mail,34917.8
31921,M,Home goods,344.264,YES,Direct Mail,34426.4
10150,F,Women's Sportwear,411.354,NO,Mobile,41135.4
59352,F,Women's Career,494.212,YES,Email,49421.2
10614,M,Women's Shoes,190.425,NO,Email,19042.5
58566,M,Men's Casual,376.643,NO,Email,37664.3
95655,F,Women's Shoes,255.805,NO,Email,25580.5
10451,M,Men's Sportswear,150.174,NO,Direct Mail,15017.4
28597,M,Men's Career,192.051,YES,Mobile,19205.1
13903,F,Home goods,291.647,NO,Email,29164.7
69774,M,Women's Sportwear,254.476,YES,Email,25447.6
33697,M,Women's Career,219.79,YES,Email,21979
101784,M,Women's Shoes,330.381,NO,Email,33038.1
60073,M,Men's Casual,116.56,YES,Mobile,11656
35979,M,Women's Shoes,277.47,NO,Mobile,27747
99046,M,Men's Sportswear,236.457,NO,Email,23645.7
40579,F,Men's Career,495.42,YES,Email,49542
48893,F,Home goods,283.283,YES,Direct Mail,28328.3
109048,M,Women's Sportwear,425.797,NO,Mobile,42579.7
25256,M,Women's Career,396.933,NO,Mobile,39693.3
30504,F,Women's Shoes,275.034,NO,Direct Mail,27503.4
33167,F,Men's Casual,242.185,NO,Email,24218.5
43228,M,Women's Shoes,400.922,NO,Email,40092.2
104011,F,Men's Sportswear,195.891,NO,Mobile,19589.1
52451,M,Men's Career,490.56,NO,Direct Mail,49056
75274,M,Home goods,322.881,NO,Mobile,32288.1
19193,M,Women's Sportwear,223.496,NO,Mobile,22349.6
32408,F,Women's Career,385.706,YES,Email,38570.6
96333,M,Women's Shoes,275.586,NO,Mobile,27558.6
99410,F,Men's Casual,411.357,NO,Email,41135.7
58343,M,Women's Shoes,133.662,YES,Mobile,13366.2
12938,F,Men's Sportswear,494.836,NO,Direct Mail,49483.6
52903,M,Men's Career,386.381,YES,Email,38638.1
20844,F,Home goods,243.927,YES,Email,24392.7
84605,F,Women's Sportwear,178.494,YES,Direct Mail,17849.4
83340,F,Women's Career,271.358,YES,Email,27135.8
34605,F,Women's Shoes,457.7,YES,Mobile,45770
106494,F,Men's Casual,465.812,YES,Mobile,46581.2
99624,F,Women's Shoes,209.334,NO,Direct Mail,20933.4
47923,M,Men's Sportswear,260.39,YES,Mobile,26039
71607,F,Men's Career,234.978,NO,Email,23497.8
103485,M,Home goods,236.343,YES,Email,23634.3
27890,M,Women's Sportwear,222.416,YES,Mobile,22241.6
81851,F,Women's Career,139.837,NO,Mobile,13983.7
36364,F,Women's Shoes,197.256,YES,Mobile,19725.6
36951,F,Men's Casual,129.531,YES,Direct Mail,12953.1
106004,M,Women's Shoes,319.126,YES,Email,31912.6
40949,M,Men's Sportswear,101.17,YES,Email,10117
35904,F,Men's Career,380.608,NO,Direct Mail,38060.8
106489,F,Home goods,140.777,YES,Mobile,14077.7
80578,F,Women's Sportwear,306.867,YES,Mobile,30686.7
109504,M,Women's Career,328.441,YES,Mobile,32844.1
28528,F,Women's Shoes,407.113,YES,Direct Mail,40711.3
70664,M,Men's Casual,368.276,NO,Email,36827.6
65088,M,Women's Shoes,119.406,NO,Direct Mail,11940.6
90147,M,Men's Sportswear,188.338,YES,Email,18833.8
28498,F,Men's Career,342.302,NO,Direct Mail,34230.2
79890,F,Home goods,374.335,NO,Direct Mail,37433.5
42927,F,Women's Sportwear,256.375,YES,Mobile,25637.5
91913,M,Women's Career,428.928,NO,Email,42892.8
32083,M,Women's Shoes,114.418,NO,Direct Mail,11441.8
100918,M,Men's Casual,184.9,YES,Email,18490
89406,F,Women's Shoes,132.185,YES,Email,13218.5
23037,F,Men's Sportswear,460.157,YES,Email,46015.7
103462,F,Men's Career,403.384,YES,Email,40338.4
89559,F,Home goods,243.813,NO,Direct Mail,24381.3
55629,M,Women's Sportwear,496.018,YES,Email,49601.8
72986,F,Women's Career,259.767,YES,Mobile,25976.7
19209,M,Women's Shoes,463.67,YES,Mobile,46367
64752,F,Men's Casual,188.473,NO,Email,18847.3
35519,M,Women's Shoes,302.371,YES,Mobile,30237.1
103168,F,Men's Sportswear,122.678,YES,Mobile,12267.8
46071,F,Men's Career,181.207,NO,Email,18120.7
109132,F,Home goods,302.881,YES,Email,30288.1
47343,F,Women's Sportwear,489.554,YES,Mobile,48955.4
47441,F,Women's Career,135.428,YES,Mobile,13542.8
93891,F,Women's Shoes,365.954,NO,Mobile,36595.4
13747,F,Men's Casual,123.374,NO,Mobile,12337.4
89041,M,Women's Shoes,250.85,NO,Direct Mail,25085
55295,F,Men's Sportswear,326.529,NO,Mobile,32652.9
47489,M,Men's Career,230.236,YES,Mobile,23023.6
59580,M,Home goods,408.781,YES,Email,40878.1
98836,F,Women's Sportwear,386.026,YES,Email,38602.6
92227,F,Women's Career,425.332,NO,Email,42533.2
34297,F,Women's Shoes,149.744,NO,Mobile,14974.4
25774,F,Men's Casual,387.71,YES,Email,38771
101031,M,Women's Shoes,475.206,YES,Mobile,47520.6
14890,M,Men's Sportswear,318.997,YES,Direct Mail,31899.7
63420,M,Men's Career,227.588,NO,Direct Mail,22758.8
103325,F,Home goods,462.279,NO,Mobile,46227.9
72849,M,Women's Sportwear,207.743,NO,Mobile,20774.3
10987,F,Women's Career,377.075,YES,Email,37707.5
31083,F,Women's Shoes,456.146,NO,Email,45614.6
50258,F,Men's Casual,430.885,YES,Email,43088.5
70206,M,Women's Shoes,153.22,YES,Direct Mail,15322
19519,M,Men's Sportswear,124.083,YES,Mobile,12408.3
14658,F,Men's Career,468.048,YES,Mobile,46804.8
85860,F,Home goods,304.116,YES,Email,30411.6
50087,F,Women's Sportwear,409.255,NO,Mobile,40925.5
96078,M,Women's Career,104.612,NO,Email,10461.2
82096,M,Women's Shoes,445.391,NO,Email,44539.1
41996,F,Men's Casual,283.472,YES,Mobile,28347.2
57207,M,Women's Shoes,391.627,YES,Direct Mail,39162.7
105816,F,Men's Sportswear,226.473,NO,Mobile,22647.3
94231,M,Men's Career,272.609,YES,Email,27260.9
80869,F,Home goods,100.454,YES,Mobile,10045.4
51939,M,Women's Sportwear,432.419,YES,Mobile,43241.9
89484,M,Women's Career,406.552,NO,Mobile,40655.2
99292,F,Women's Shoes,398.99,NO,Mobile,39899
77232,M,Men's Casual,287.941,NO,Direct Mail,28794.1
79535,F,Women's Shoes,370.48,NO,Mobile,37048
10944,M,Men's Sportswear,453.278,NO,Mobile,45327.8
42524,F,Men's Career,142.989,NO,Direct Mail,14298.9
90360,F,Home goods,151.372,NO,Email,15137.2
79446,M,Women's Sportwear,182.451,YES,Email,18245.1
40090,F,Women's Career,414.851,YES,Direct Mail,41485.1
83003,F,Women's Shoes,492.498,YES,Direct Mail,49249.8
12694,F,Men's Casual,158.634,NO,Email,15863.4
79632,M,Women's Shoes,125.362,NO,Mobile,12536.2
95354,M,Men's Sportswear,353.973,NO,Direct Mail,35397.3
108596,M,Men's Career,393.3,NO,Mobile,39330
44594,F,Home goods,466.746,YES,Email,46674.6
24534,F,Women's Sportwear,377.386,YES,Mobile,37738.6
27462,F,Women's Career,397.479,YES,Email,39747.9
108153,F,Women's Sportwear,205.804,NO,Email,20580.4
93974,M,Women's Career,465.105,NO,Email,46510.5
39042,F,Women's Shoes,498.321,NO,Email,49832.1
108718,M,Men's Casual,156.206,YES,Email,15620.6
59071,F,Women's Shoes,280.768,YES,Direct Mail,28076.8
72299,F,Men's Sportswear,240.273,YES,Direct Mail,24027.3
103546,M,Men's Career,455.893,NO,Mobile,45589.3
52011,F,Home goods,391.196,NO,Email,39119.6
81745,F,Women's Sportwear,159.576,YES,Mobile,15957.6
70428,F,Women's Career,236.085,NO,Mobile,23608.5
85182,M,Women's Shoes,119.2,NO,Mobile,11920
62175,M,Men's Casual,179.183,NO,Email,17918.3
39715,M,Women's Shoes,282.126,YES,Email,28212.6
97328,F,Men's Sportswear,240.255,YES,Email,24025.5
50064,M,Men's Career,470.822,NO,Mobile,47082.2
72200,F,Home goods,124.526,NO,Email,12452.6
14301,M,Women's Sportwear,399.171,NO,Email,39917.1
109583,M,Women's Career,410.085,NO,Mobile,41008.5
50647,M,Women's Shoes,385.632,YES,Mobile,38563.2
95443,M,Men's Casual,479.239,YES,Mobile,47923.9
65225,F,Women's Shoes,438.56,YES,Direct Mail,43856
67809,F,Men's Sportswear,103.765,NO,Direct Mail,10376.5
74314,F,Men's Career,387.031,NO,Mobile,38703.1
57102,M,Home goods,199.099,NO,Email,19909.9
61011,M,Women's Sportwear,181.253,YES,Email,18125.3
52421,M,Women's Career,317.355,NO,Mobile,31735.5
17064,F,Women's Shoes,153.259,YES,Direct Mail,15325.9
28061,F,Men's Casual,372.245,YES,Mobile,37224.5
12291,M,Women's Shoes,419.518,NO,Email,41951.8
105095,F,Men's Sportswear,480.785,YES,Email,48078.5
89958,F,Men's Career,344.239,YES,Email,34423.9
32432,M,Home goods,283.847,YES,Direct Mail,28384.7
70063,M,Women's Sportwear,283.932,NO,Direct Mail,28393.2
42037,M,Women's Career,497.612,NO,Email,49761.2
24258,F,Women's Shoes,348.282,YES,Mobile,34828.2
109672,M,Men's Casual,165.297,YES,Mobile,16529.7
33891,F,Women's Shoes,120.017,YES,Mobile,12001.7
44775,F,Men's Sportswear,235.745,NO,Direct Mail,23574.5
57101,M,Men's Career,207.588,YES,Mobile,20758.8
13564,F,Home goods,315.83,YES,Direct Mail,31583
28427,M,Women's Sportwear,129.735,NO,Direct Mail,12973.5
24864,F,Women's Career,246.676,YES,Email,24667.6
61159,M,Women's Shoes,472.278,NO,Mobile,47227.8
10645,M,Men's Casual,184.803,YES,Mobile,18480.3
96076,F,Women's Shoes,244.413,YES,Email,24441.3
66651,F,Men's Sportswear,256.292,YES,Direct Mail,25629.2
61342,F,Men's Career,265.892,NO,Email,26589.2
94754,F,Home goods,450.857,NO,Email,45085.7
37917,F,Women's Sportwear,229.288,NO,Email,22928.8
18517,M,Women's Career,425.094,YES,Mobile,42509.4
14107,F,Women's Shoes,129.508,NO,Mobile,12950.8
91117,M,Men's Casual,336.103,NO,Mobile,33610.3
28268,M,Women's Shoes,108.787,NO,Email,10878.7
76944,F,Men's Sportswear,476.155,YES,Email,47615.5
58485,M,Men's Career,355.474,NO,Direct Mail,35547.4
82801,M,Home goods,425.439,NO,Mobile,42543.9
54314,F,Women's Sportwear,312.939,YES,Email,31293.9
106122,M,Women's Career,323.362,YES,Email,32336.2
105188,M,Women's Shoes,443.619,YES,Email,44361.9
73708,F,Men's Casual,433.068,NO,Direct Mail,43306.8
72900,M,Women's Shoes,144.639,NO,Mobile,14463.9
29343,F,Men's Sportswear,110.385,NO,Direct Mail,11038.5
109884,F,Men's Career,358.216,NO,Mobile,35821.6
32160,F,Home goods,197.177,YES,Email,19717.7
59297,F,Women's Sportwear,493.566,NO,Direct Mail,49356.6
101544,M,Women's Career,385.665,NO,Mobile,38566.5
94004,M,Women's Shoes,438.679,NO,Mobile,43867.9
91074,F,Men's Casual,465.642,NO,Mobile,46564.2
78302,M,Women's Shoes,326.841,YES,Mobile,32684.1
65006,F,Men's Sportswear,105.46,NO,Email,10546
27496,F,Men's Career,163.272,NO,Mobile,16327.2
27306,F,Home goods,173.906,NO,Direct Mail,17390.6
108855,F,Women's Sportwear,328.419,YES,Mobile,32841.9
30423,F,Women's Career,449.42,YES,Direct Mail,44942
14015,M,Women's Shoes,318.657,NO,Email,31865.7
19211,M,Men's Casual,359.545,NO,Mobile,35954.5
18917,M,Women's Shoes,479.346,NO,Mobile,47934.6
68104,F,Men's Sportswear,123.29,NO,Direct Mail,12329
109425,F,Men's Career,232.353,YES,Mobile,23235.3
55550,M,Home goods,314.75,NO,Email,31475
14514,F,Women's Sportwear,316.016,YES,Mobile,31601.6
103087,M,Women's Career,385.78,YES,Email,38578
56885,M,Women's Shoes,335.694,NO,Direct Mail,33569.4
41866,F,Men's Casual,204.519,NO,Email,20451.9
69372,F,Women's Shoes,115.395,YES,Mobile,11539.5
105429,M,Men's Sportswear,152.94,NO,Email,15294
15317,M,Men's Career,438.941,YES,Mobile,43894.1
68156,F,Home goods,181.151,NO,Direct Mail,18115.1
104971,F,Women's Sportwear,357.501,YES,Direct Mail,35750.1
78626,M,Women's Career,330.971,NO,Email,33097.1
60153,M,Women's Shoes,471.56,YES,Mobile,47156
80728,F,Men's Casual,212.648,YES,Email,21264.8
100553,M,Women's Shoes,241.456,NO,Mobile,24145.6
43962,M,Men's Sportswear,116.764,NO,Direct Mail,11676.4
78357,F,Men's Career,288.482,NO,Mobile,28848.2
82796,F,Home goods,185.934,YES,Mobile,18593.4
40459,F,Women's Sportwear,379.935,NO,Mobile,37993.5
106499,M,Women's Career,269.588,YES,Email,26958.8
109224,M,Women's Shoes,200.952,NO,Direct Mail,20095.2
32182,F,Men's Casual,133.271,YES,Email,13327.1
100393,M,Women's Shoes,287.753,NO,Email,28775.3
26061,M,Men's Sportswear,470.537,NO,Email,47053.7
47330,F,Men's Career,209.348,YES,Email,20934.8
94864,F,Home goods,434.745,NO,Direct Mail,43474.5
28959,M,Women's Sportwear,215.852,NO,Email,21585.2
54462,M,Women's Career,388.386,NO,Email,38838.6
63880,F,Women's Shoes,167.477,NO,Email,16747.7
104630,F,Men's Casual,496.887,YES,Mobile,49688.7
11565,F,Women's Shoes,449.745,NO,Email,44974.5
93527,M,Men's Sportswear,333.61,YES,Email,33361
88812,F,Men's Career,288.761,NO,Mobile,28876.1
61107,F,Home goods,303.14,YES,Mobile,30314
104722,M,Women's Sportwear,336.677,YES,Mobile,33667.7
10915,F,Women's Career,124.624,NO,Mobile,12462.4
33056,M,Women's Shoes,144.013,NO,Direct Mail,14401.3
78967,M,Men's Casual,361.66,YES,Direct Mail,36166
81825,F,Women's Shoes,250.713,NO,Mobile,25071.3
51846,F,Men's Sportswear,370.748,NO,Mobile,37074.8
58288,M,Men's Career,144.81,NO,Mobile,14481
30459,F,Home goods,326.755,NO,Direct Mail,32675.5
70018,F,Women's Sportwear,427.998,YES,Direct Mail,42799.8
62789,M,Women's Career,151.609,NO,Email,15160.9
102887,M,Women's Shoes,333.158,NO,Direct Mail,33315.8
83102,M,Men's Casual,480.077,YES,Email,48007.7
57268,M,Women's Shoes,250.267,YES,Email,25026.7
78139,M,Men's Sportswear,485.578,NO,Email,48557.8
86331,M,Men's Career,454.521,NO,Mobile,45452.1
31384,M,Home goods,372.056,NO,Mobile,37205.6
63996,F,Women's Sportwear,137.353,NO,Direct Mail,13735.3
99025,M,Women's Career,290.798,YES,Mobile,29079.8
95921,F,Women's Shoes,348.576,YES,Email,34857.6
99164,M,Men's Casual,306.965,NO,Email,30696.5
